"","id","value","variable","country","country_destination","actual"
"3532","4et2vkyrth",4,"V4","ES","IT",7
"3533","4et2vkyrth",6,"V5","GB","IT",7
"3534","4et2vkyrth",9,"V1","other","IT",7
"3535","4et2vkyrth",5,"V2","FR","IT",7
"3536","4f6znz1dd1",6,"V3","GB","other",9
"3537","4f6znz1dd1",4,"V5","ES","other",9
"3538","4f6znz1dd1",9,"V1","other","other",9
"3539","4f6znz1dd1",7,"V4","IT","other",9
"3540","4f6znz1dd1",5,"V2","FR","other",9
"3541","4fhg6wshyg",4,"V5","ES","FR",5
"3542","4fhg6wshyg",9,"V1","other","FR",5
"3543","4fhg6wshyg",5,"V2","FR","FR",5
"3544","4fhg6wshyg",7,"V4","IT","FR",5
"3545","4fhg6wshyg",6,"V3","GB","FR",5
"3546","4fokskw6pe",6,"V5","GB","ES",4
"3547","4fokskw6pe",7,"V4","IT","ES",4
"3548","4fokskw6pe",4,"V3","ES","ES",4
"3549","4fokskw6pe",5,"V2","FR","ES",4
"3550","4fokskw6pe",9,"V1","other","ES",4
"3551","4fsd9qqaja",2,"V5","CA","FR",5
"3552","4fsd9qqaja",9,"V1","other","FR",5
"3553","4fsd9qqaja",5,"V2","FR","FR",5
"3554","4fsd9qqaja",6,"V3","GB","FR",5
"3555","4fsd9qqaja",7,"V4","IT","FR",5
"3556","4g5jdsh0ch",7,"V3","IT","FR",5
"3557","4g5jdsh0ch",6,"V5","GB","FR",5
"3558","4g5jdsh0ch",4,"V4","ES","FR",5
"3559","4g5jdsh0ch",5,"V2","FR","FR",5
"3560","4g5jdsh0ch",9,"V1","other","FR",5
"3561","4g9evn98sk",7,"V3","IT","other",9
"3562","4g9evn98sk",5,"V2","FR","other",9
"3563","4g9evn98sk",6,"V4","GB","other",9
"3564","4g9evn98sk",9,"V1","other","other",9
"3565","4g9evn98sk",4,"V5","ES","other",9
"3566","4g9jz7572t",5,"V2","FR","other",9
"3567","4g9jz7572t",9,"V1","other","other",9
"3568","4g9jz7572t",6,"V4","GB","other",9
"3569","4g9jz7572t",4,"V5","ES","other",9
"3570","4g9jz7572t",7,"V3","IT","other",9
"3571","4g9nluh2p6",7,"V3","IT","other",9
"3572","4g9nluh2p6",5,"V2","FR","other",9
"3573","4g9nluh2p6",4,"V4","ES","other",9
"3574","4g9nluh2p6",6,"V5","GB","other",9
"3575","4g9nluh2p6",9,"V1","other","other",9
"3576","4gxe5c8n15",7,"V3","IT","other",9
"3577","4gxe5c8n15",6,"V5","GB","other",9
"3578","4gxe5c8n15",5,"V2","FR","other",9
"3579","4gxe5c8n15",9,"V1","other","other",9
"3580","4gxe5c8n15",4,"V4","ES","other",9
"3581","4gxj5dyylu",6,"V4","GB","ES",4
"3582","4gxj5dyylu",5,"V2","FR","ES",4
"3583","4gxj5dyylu",7,"V3","IT","ES",4
"3584","4gxj5dyylu",9,"V1","other","ES",4
"3585","4gxj5dyylu",4,"V5","ES","ES",4
"3586","4h07eg0sfd",2,"V4","CA","ES",4
"3587","4h07eg0sfd",5,"V2","FR","ES",4
"3588","4h07eg0sfd",9,"V1","other","ES",4
"3589","4h07eg0sfd",7,"V5","IT","ES",4
"3590","4h07eg0sfd",4,"V3","ES","ES",4
"3591","4h3rk27d2a",9,"V1","other","other",9
"3592","4h3rk27d2a",6,"V3","GB","other",9
"3593","4h3rk27d2a",7,"V4","IT","other",9
"3594","4h3rk27d2a",4,"V5","ES","other",9
"3595","4h3rk27d2a",5,"V2","FR","other",9
"3596","4hkgiydoer",7,"V3","IT","DE",3
"3597","4hkgiydoer",5,"V2","FR","DE",3
"3598","4hkgiydoer",4,"V5","ES","DE",3
"3599","4hkgiydoer",9,"V1","other","DE",3
"3600","4hkgiydoer",6,"V4","GB","DE",3
"3601","4hq3ju8s0r",5,"V2","FR","GB",6
"3602","4hq3ju8s0r",4,"V4","ES","GB",6
"3603","4hq3ju8s0r",7,"V3","IT","GB",6
"3604","4hq3ju8s0r",9,"V1","other","GB",6
"3605","4hq3ju8s0r",6,"V5","GB","GB",6
"3606","4hwp92d8ph",9,"V1","other","GB",6
"3607","4hwp92d8ph",7,"V3","IT","GB",6
"3608","4hwp92d8ph",5,"V2","FR","GB",6
"3609","4hwp92d8ph",6,"V5","GB","GB",6
"3610","4hwp92d8ph",4,"V4","ES","GB",6
"3611","4hxrsyrghq",7,"V3","IT","other",9
"3612","4hxrsyrghq",4,"V4","ES","other",9
"3613","4hxrsyrghq",9,"V1","other","other",9
"3614","4hxrsyrghq",5,"V2","FR","other",9
"3615","4hxrsyrghq",6,"V5","GB","other",9
"3616","4j7nuz77z9",5,"V2","FR","other",9
"3617","4j7nuz77z9",4,"V5","ES","other",9
"3618","4j7nuz77z9",7,"V3","IT","other",9
"3619","4j7nuz77z9",6,"V4","GB","other",9
"3620","4j7nuz77z9",9,"V1","other","other",9
"3621","4jctqh03o7",6,"V5","GB","FR",5
"3622","4jctqh03o7",4,"V4","ES","FR",5
"3623","4jctqh03o7",5,"V2","FR","FR",5
"3624","4jctqh03o7",7,"V3","IT","FR",5
"3625","4jctqh03o7",9,"V1","other","FR",5
"3626","4jhmdm1ct2",9,"V1","other","FR",5
"3627","4jhmdm1ct2",4,"V5","ES","FR",5
"3628","4jhmdm1ct2",6,"V4","GB","FR",5
"3629","4jhmdm1ct2",5,"V2","FR","FR",5
"3630","4jhmdm1ct2",7,"V3","IT","FR",5
"3631","4jzw2oiohq",6,"V5","GB","other",9
"3632","4jzw2oiohq",4,"V4","ES","other",9
"3633","4jzw2oiohq",9,"V1","other","other",9
"3634","4jzw2oiohq",5,"V2","FR","other",9
"3635","4jzw2oiohq",7,"V3","IT","other",9
"3636","4k7zf78buj",7,"V3","IT","other",9
"3637","4k7zf78buj",6,"V5","GB","other",9
"3638","4k7zf78buj",9,"V1","other","other",9
"3639","4k7zf78buj",4,"V4","ES","other",9
"3640","4k7zf78buj",5,"V2","FR","other",9
"3641","4ke1sq1r56",4,"V5","ES","FR",5
"3642","4ke1sq1r56",7,"V3","IT","FR",5
"3643","4ke1sq1r56",5,"V2","FR","FR",5
"3644","4ke1sq1r56",9,"V1","other","FR",5
"3645","4ke1sq1r56",6,"V4","GB","FR",5
"3646","4kk0dolczb",2,"V5","CA","other",9
"3647","4kk0dolczb",9,"V1","other","other",9
"3648","4kk0dolczb",6,"V4","GB","other",9
"3649","4kk0dolczb",7,"V3","IT","other",9
"3650","4kk0dolczb",5,"V2","FR","other",9
"3651","4l4l7tthup",9,"V1","other","FR",5
"3652","4l4l7tthup",6,"V5","GB","FR",5
"3653","4l4l7tthup",7,"V3","IT","FR",5
"3654","4l4l7tthup",4,"V4","ES","FR",5
"3655","4l4l7tthup",5,"V2","FR","FR",5
"3656","4lc14v1v16",6,"V4","GB","other",9
"3657","4lc14v1v16",4,"V5","ES","other",9
"3658","4lc14v1v16",7,"V3","IT","other",9
"3659","4lc14v1v16",5,"V2","FR","other",9
"3660","4lc14v1v16",9,"V1","other","other",9
"3661","4m5mua1x4z",6,"V4","GB","IT",7
"3662","4m5mua1x4z",2,"V5","CA","IT",7
"3663","4m5mua1x4z",7,"V3","IT","IT",7
"3664","4m5mua1x4z",5,"V2","FR","IT",7
"3665","4m5mua1x4z",9,"V1","other","IT",7
"3666","4mbeg6fisz",6,"V5","GB","CA",2
"3667","4mbeg6fisz",9,"V1","other","CA",2
"3668","4mbeg6fisz",5,"V2","FR","CA",2
"3669","4mbeg6fisz",7,"V3","IT","CA",2
"3670","4mbeg6fisz",4,"V4","ES","CA",2
"3671","4me139agad",9,"V1","other","FR",5
"3672","4me139agad",5,"V2","FR","FR",5
"3673","4me139agad",4,"V4","ES","FR",5
"3674","4me139agad",7,"V3","IT","FR",5
"3675","4me139agad",6,"V5","GB","FR",5
"3676","4msrma94fz",9,"V1","other","other",9
"3677","4msrma94fz",7,"V3","IT","other",9
"3678","4msrma94fz",6,"V4","GB","other",9
"3679","4msrma94fz",4,"V5","ES","other",9
"3680","4msrma94fz",5,"V2","FR","other",9
"3681","4n2rin7mck",6,"V4","GB","other",9
"3682","4n2rin7mck",4,"V5","ES","other",9
"3683","4n2rin7mck",5,"V2","FR","other",9
"3684","4n2rin7mck",9,"V1","other","other",9
"3685","4n2rin7mck",7,"V3","IT","other",9
"3686","4n2tm5vh4c",9,"V1","other","IT",7
"3687","4n2tm5vh4c",5,"V2","FR","IT",7
"3688","4n2tm5vh4c",4,"V4","ES","IT",7
"3689","4n2tm5vh4c",7,"V3","IT","IT",7
"3690","4n2tm5vh4c",6,"V5","GB","IT",7
"3691","4nduiloh8e",6,"V5","GB","FR",5
"3692","4nduiloh8e",9,"V1","other","FR",5
"3693","4nduiloh8e",4,"V4","ES","FR",5
"3694","4nduiloh8e",5,"V2","FR","FR",5
"3695","4nduiloh8e",7,"V3","IT","FR",5
"3696","4nwrlxvy7s",7,"V4","IT","ES",4
"3697","4nwrlxvy7s",9,"V1","other","ES",4
"3698","4nwrlxvy7s",6,"V5","GB","ES",4
"3699","4nwrlxvy7s",4,"V3","ES","ES",4
"3700","4nwrlxvy7s",5,"V2","FR","ES",4
"3701","4nyrn3dew4",9,"V1","other","other",9
"3702","4nyrn3dew4",4,"V3","ES","other",9
"3703","4nyrn3dew4",5,"V2","FR","other",9
"3704","4nyrn3dew4",6,"V5","GB","other",9
"3705","4nyrn3dew4",7,"V4","IT","other",9
"3706","4o4zfgg3y8",2,"V5","CA","DE",3
"3707","4o4zfgg3y8",6,"V3","GB","DE",3
"3708","4o4zfgg3y8",7,"V4","IT","DE",3
"3709","4o4zfgg3y8",5,"V2","FR","DE",3
"3710","4o4zfgg3y8",9,"V1","other","DE",3
"3711","4o9rybm4w8",6,"V5","GB","other",9
"3712","4o9rybm4w8",5,"V2","FR","other",9
"3713","4o9rybm4w8",4,"V4","ES","other",9
"3714","4o9rybm4w8",7,"V3","IT","other",9
"3715","4o9rybm4w8",9,"V1","other","other",9
"3716","4odsptrg5d",6,"V5","GB","other",9
"3717","4odsptrg5d",7,"V3","IT","other",9
"3718","4odsptrg5d",4,"V4","ES","other",9
"3719","4odsptrg5d",5,"V2","FR","other",9
"3720","4odsptrg5d",9,"V1","other","other",9
"3721","4oejmztg9n",4,"V4","ES","other",9
"3722","4oejmztg9n",9,"V1","other","other",9
"3723","4oejmztg9n",6,"V5","GB","other",9
"3724","4oejmztg9n",7,"V3","IT","other",9
"3725","4oejmztg9n",5,"V2","FR","other",9
"3726","4ofbgolaya",4,"V3","ES","CA",2
"3727","4ofbgolaya",5,"V2","FR","CA",2
"3728","4ofbgolaya",7,"V4","IT","CA",2
"3729","4ofbgolaya",9,"V1","other","CA",2
"3730","4ofbgolaya",6,"V5","GB","CA",2
"3731","4ok5scxu1n",4,"V3","ES","ES",4
"3732","4ok5scxu1n",9,"V1","other","ES",4
"3733","4ok5scxu1n",7,"V5","IT","ES",4
"3734","4ok5scxu1n",6,"V4","GB","ES",4
"3735","4ok5scxu1n",5,"V2","FR","ES",4
"3736","4onxgvsg64",4,"V4","ES","other",9
"3737","4onxgvsg64",7,"V3","IT","other",9
"3738","4onxgvsg64",9,"V1","other","other",9
"3739","4onxgvsg64",5,"V2","FR","other",9
"3740","4onxgvsg64",6,"V5","GB","other",9
"3741","4osk5327uj",9,"V1","other","IT",7
"3742","4osk5327uj",5,"V2","FR","IT",7
"3743","4osk5327uj",6,"V5","GB","IT",7
"3744","4osk5327uj",7,"V3","IT","IT",7
"3745","4osk5327uj",4,"V4","ES","IT",7
"3746","4p83ejk6bx",7,"V3","IT","other",9
"3747","4p83ejk6bx",6,"V5","GB","other",9
"3748","4p83ejk6bx",5,"V2","FR","other",9
"3749","4p83ejk6bx",9,"V1","other","other",9
"3750","4p83ejk6bx",4,"V4","ES","other",9
"3751","4pbb2w5c5w",5,"V2","FR","other",9
"3752","4pbb2w5c5w",7,"V3","IT","other",9
"3753","4pbb2w5c5w",4,"V5","ES","other",9
"3754","4pbb2w5c5w",6,"V4","GB","other",9
"3755","4pbb2w5c5w",9,"V1","other","other",9
"3756","4pe0pla0bj",5,"V2","FR","other",9
"3757","4pe0pla0bj",4,"V3","ES","other",9
"3758","4pe0pla0bj",6,"V5","GB","other",9
"3759","4pe0pla0bj",9,"V1","other","other",9
"3760","4pe0pla0bj",7,"V4","IT","other",9
"3761","4pon4syfp9",5,"V1","FR","FR",5
"3762","4pon4syfp9",9,"V2","other","FR",5
"3763","4pon4syfp9",4,"V4","ES","FR",5
"3764","4pon4syfp9",6,"V5","GB","FR",5
"3765","4pon4syfp9",7,"V3","IT","FR",5
"3766","4pu4ox0m6m",9,"V1","other","GB",6
"3767","4pu4ox0m6m",6,"V3","GB","GB",6
"3768","4pu4ox0m6m",4,"V5","ES","GB",6
"3769","4pu4ox0m6m",5,"V2","FR","GB",6
"3770","4pu4ox0m6m",7,"V4","IT","GB",6
"3771","4puhcaztvb",7,"V4","IT","other",9
"3772","4puhcaztvb",6,"V3","GB","other",9
"3773","4puhcaztvb",4,"V5","ES","other",9
"3774","4puhcaztvb",9,"V1","other","other",9
"3775","4puhcaztvb",5,"V2","FR","other",9
"3776","4pywnngvy2",4,"V5","ES","other",9
"3777","4pywnngvy2",6,"V4","GB","other",9
"3778","4pywnngvy2",9,"V1","other","other",9
"3779","4pywnngvy2",5,"V2","FR","other",9
"3780","4pywnngvy2",7,"V3","IT","other",9
"3781","4qh8jzzt1o",4,"V4","ES","FR",5
"3782","4qh8jzzt1o",5,"V2","FR","FR",5
"3783","4qh8jzzt1o",6,"V5","GB","FR",5
"3784","4qh8jzzt1o",7,"V3","IT","FR",5
"3785","4qh8jzzt1o",9,"V1","other","FR",5
"3786","4qmx7ozgxi",9,"V1","other","other",9
"3787","4qmx7ozgxi",5,"V2","FR","other",9
"3788","4qmx7ozgxi",4,"V4","ES","other",9
"3789","4qmx7ozgxi",6,"V5","GB","other",9
"3790","4qmx7ozgxi",7,"V3","IT","other",9
"3791","4qqg88j52w",5,"V2","FR","ES",4
"3792","4qqg88j52w",7,"V3","IT","ES",4
"3793","4qqg88j52w",6,"V5","GB","ES",4
"3794","4qqg88j52w",4,"V4","ES","ES",4
"3795","4qqg88j52w",9,"V1","other","ES",4
"3796","4qy0f9fr32",9,"V1","other","NL",8
"3797","4qy0f9fr32",4,"V3","ES","NL",8
"3798","4qy0f9fr32",5,"V2","FR","NL",8
"3799","4qy0f9fr32",6,"V5","GB","NL",8
"3800","4qy0f9fr32",7,"V4","IT","NL",8
"3801","4qzzkxgzgo",6,"V4","GB","other",9
"3802","4qzzkxgzgo",7,"V3","IT","other",9
"3803","4qzzkxgzgo",5,"V2","FR","other",9
"3804","4qzzkxgzgo",9,"V1","other","other",9
"3805","4qzzkxgzgo",4,"V5","ES","other",9
"3806","4r0xzv1dkh",4,"V5","ES","IT",7
"3807","4r0xzv1dkh",5,"V2","FR","IT",7
"3808","4r0xzv1dkh",9,"V1","other","IT",7
"3809","4r0xzv1dkh",7,"V3","IT","IT",7
"3810","4r0xzv1dkh",6,"V4","GB","IT",7
"3811","4rabh5g6lg",7,"V4","IT","IT",7
"3812","4rabh5g6lg",4,"V3","ES","IT",7
"3813","4rabh5g6lg",9,"V1","other","IT",7
"3814","4rabh5g6lg",5,"V2","FR","IT",7
"3815","4rabh5g6lg",6,"V5","GB","IT",7
"3816","4rj25rzffh",7,"V4","IT","other",9
"3817","4rj25rzffh",5,"V2","FR","other",9
"3818","4rj25rzffh",9,"V1","other","other",9
"3819","4rj25rzffh",4,"V3","ES","other",9
"3820","4rj25rzffh",6,"V5","GB","other",9
"3821","4rqppi34la",6,"V4","GB","FR",5
"3822","4rqppi34la",9,"V1","other","FR",5
"3823","4rqppi34la",7,"V3","IT","FR",5
"3824","4rqppi34la",5,"V2","FR","FR",5
"3825","4rqppi34la",4,"V5","ES","FR",5
"3826","4rrngmhdri",9,"V1","other","other",9
"3827","4rrngmhdri",7,"V3","IT","other",9
"3828","4rrngmhdri",5,"V2","FR","other",9
"3829","4rrngmhdri",6,"V4","GB","other",9
"3830","4rrngmhdri",4,"V5","ES","other",9
"3831","4s6qn96a5t",7,"V3","IT","other",9
"3832","4s6qn96a5t",6,"V4","GB","other",9
"3833","4s6qn96a5t",4,"V5","ES","other",9
"3834","4s6qn96a5t",5,"V2","FR","other",9
"3835","4s6qn96a5t",9,"V1","other","other",9
"3836","4s7sw48wvl",7,"V3","IT","other",9
"3837","4s7sw48wvl",6,"V4","GB","other",9
"3838","4s7sw48wvl",5,"V2","FR","other",9
"3839","4s7sw48wvl",9,"V1","other","other",9
"3840","4s7sw48wvl",2,"V5","CA","other",9
"3841","4smv01iypz",7,"V3","IT","FR",5
"3842","4smv01iypz",6,"V5","GB","FR",5
"3843","4smv01iypz",9,"V1","other","FR",5
"3844","4smv01iypz",5,"V2","FR","FR",5
"3845","4smv01iypz",4,"V4","ES","FR",5
"3846","4sojwp9dom",9,"V1","other","GB",6
"3847","4sojwp9dom",5,"V2","FR","GB",6
"3848","4sojwp9dom",7,"V4","IT","GB",6
"3849","4sojwp9dom",4,"V3","ES","GB",6
"3850","4sojwp9dom",6,"V5","GB","GB",6
"3851","4t1sjg5kwz",9,"V1","other","FR",5
"3852","4t1sjg5kwz",6,"V5","GB","FR",5
"3853","4t1sjg5kwz",5,"V2","FR","FR",5
"3854","4t1sjg5kwz",7,"V3","IT","FR",5
"3855","4t1sjg5kwz",4,"V4","ES","FR",5
"3856","4tasfql3gc",5,"V2","FR","other",9
"3857","4tasfql3gc",4,"V4","ES","other",9
"3858","4tasfql3gc",6,"V5","GB","other",9
"3859","4tasfql3gc",7,"V3","IT","other",9
"3860","4tasfql3gc",9,"V1","other","other",9
"3861","4td2cpvyd3",4,"V5","ES","GB",6
"3862","4td2cpvyd3",7,"V4","IT","GB",6
"3863","4td2cpvyd3",9,"V1","other","GB",6
"3864","4td2cpvyd3",5,"V2","FR","GB",6
"3865","4td2cpvyd3",6,"V3","GB","GB",6
"3866","4tzk9eyw29",7,"V3","IT","other",9
"3867","4tzk9eyw29",6,"V5","GB","other",9
"3868","4tzk9eyw29",5,"V2","FR","other",9
"3869","4tzk9eyw29",9,"V1","other","other",9
"3870","4tzk9eyw29",4,"V4","ES","other",9
"3871","4udejnpt2o",6,"V4","GB","other",9
"3872","4udejnpt2o",4,"V5","ES","other",9
"3873","4udejnpt2o",7,"V3","IT","other",9
"3874","4udejnpt2o",9,"V1","other","other",9
"3875","4udejnpt2o",5,"V2","FR","other",9
"3876","4ukd3aklu7",9,"V1","other","FR",5
"3877","4ukd3aklu7",5,"V2","FR","FR",5
"3878","4ukd3aklu7",6,"V4","GB","FR",5
"3879","4ukd3aklu7",7,"V3","IT","FR",5
"3880","4ukd3aklu7",4,"V5","ES","FR",5
"3881","4um09laxoa",5,"V2","FR","IT",7
"3882","4um09laxoa",6,"V5","GB","IT",7
"3883","4um09laxoa",9,"V1","other","IT",7
"3884","4um09laxoa",7,"V3","IT","IT",7
"3885","4um09laxoa",4,"V4","ES","IT",7
"3886","4uyq2pj9fe",6,"V5","GB","ES",4
"3887","4uyq2pj9fe",5,"V2","FR","ES",4
"3888","4uyq2pj9fe",9,"V1","other","ES",4
"3889","4uyq2pj9fe",7,"V3","IT","ES",4
"3890","4uyq2pj9fe",4,"V4","ES","ES",4
"3891","4v08miccfe",5,"V2","FR","IT",7
"3892","4v08miccfe",9,"V1","other","IT",7
"3893","4v08miccfe",2,"V5","CA","IT",7
"3894","4v08miccfe",4,"V3","ES","IT",7
"3895","4v08miccfe",7,"V4","IT","IT",7
"3896","4v1nfklj7x",4,"V5","ES","other",9
"3897","4v1nfklj7x",7,"V3","IT","other",9
"3898","4v1nfklj7x",6,"V4","GB","other",9
"3899","4v1nfklj7x",9,"V1","other","other",9
"3900","4v1nfklj7x",5,"V2","FR","other",9
"3901","4vab67unhy",9,"V1","other","FR",5
"3902","4vab67unhy",4,"V4","ES","FR",5
"3903","4vab67unhy",5,"V2","FR","FR",5
"3904","4vab67unhy",7,"V3","IT","FR",5
"3905","4vab67unhy",6,"V5","GB","FR",5
"3906","4vis4y1qz2",5,"V2","FR","GB",6
"3907","4vis4y1qz2",4,"V4","ES","GB",6
"3908","4vis4y1qz2",6,"V5","GB","GB",6
"3909","4vis4y1qz2",9,"V1","other","GB",6
"3910","4vis4y1qz2",7,"V3","IT","GB",6
"3911","4vkegw1m13",9,"V1","other","ES",4
"3912","4vkegw1m13",2,"V4","CA","ES",4
"3913","4vkegw1m13",5,"V2","FR","ES",4
"3914","4vkegw1m13",7,"V3","IT","ES",4
"3915","4vkegw1m13",4,"V5","ES","ES",4
"3916","4w469i36nm",6,"V4","GB","other",9
"3917","4w469i36nm",9,"V1","other","other",9
"3918","4w469i36nm",5,"V2","FR","other",9
"3919","4w469i36nm",7,"V3","IT","other",9
"3920","4w469i36nm",4,"V5","ES","other",9
"3921","4wc57ax5he",7,"V3","IT","other",9
"3922","4wc57ax5he",9,"V1","other","other",9
"3923","4wc57ax5he",4,"V4","ES","other",9
"3924","4wc57ax5he",5,"V2","FR","other",9
"3925","4wc57ax5he",6,"V5","GB","other",9
"3926","4wm80m5v65",9,"V1","other","GB",6
"3927","4wm80m5v65",4,"V4","ES","GB",6
"3928","4wm80m5v65",7,"V3","IT","GB",6
"3929","4wm80m5v65",6,"V5","GB","GB",6
"3930","4wm80m5v65",5,"V2","FR","GB",6
"3931","4wvpoy85ii",7,"V4","IT","other",9
"3932","4wvpoy85ii",4,"V5","ES","other",9
"3933","4wvpoy85ii",9,"V1","other","other",9
"3934","4wvpoy85ii",5,"V2","FR","other",9
"3935","4wvpoy85ii",6,"V3","GB","other",9
"3936","4wzaj2222y",9,"V1","other","other",9
"3937","4wzaj2222y",7,"V4","IT","other",9
"3938","4wzaj2222y",5,"V2","FR","other",9
"3939","4wzaj2222y",6,"V3","GB","other",9
"3940","4wzaj2222y",4,"V5","ES","other",9
"3941","4x85v32qud",9,"V1","other","GB",6
"3942","4x85v32qud",5,"V2","FR","GB",6
"3943","4x85v32qud",6,"V4","GB","GB",6
"3944","4x85v32qud",7,"V3","IT","GB",6
"3945","4x85v32qud",4,"V5","ES","GB",6
"3946","4xq5s87y89",4,"V4","ES","ES",4
"3947","4xq5s87y89",5,"V2","FR","ES",4
"3948","4xq5s87y89",7,"V3","IT","ES",4
"3949","4xq5s87y89",9,"V1","other","ES",4
"3950","4xq5s87y89",6,"V5","GB","ES",4
"3951","4xqlxi7emh",6,"V4","GB","other",9
"3952","4xqlxi7emh",4,"V5","ES","other",9
"3953","4xqlxi7emh",5,"V2","FR","other",9
"3954","4xqlxi7emh",7,"V3","IT","other",9
"3955","4xqlxi7emh",9,"V1","other","other",9
"3956","4xvxdi7azj",9,"V1","other","IT",7
"3957","4xvxdi7azj",6,"V5","GB","IT",7
"3958","4xvxdi7azj",7,"V3","IT","IT",7
"3959","4xvxdi7azj",5,"V2","FR","IT",7
"3960","4xvxdi7azj",4,"V4","ES","IT",7
"3961","4xyxfolfw6",7,"V4","IT","other",9
"3962","4xyxfolfw6",5,"V2","FR","other",9
"3963","4xyxfolfw6",6,"V5","GB","other",9
"3964","4xyxfolfw6",4,"V3","ES","other",9
"3965","4xyxfolfw6",9,"V1","other","other",9
"3966","4y8650hr4r",9,"V1","other","other",9
"3967","4y8650hr4r",6,"V3","GB","other",9
"3968","4y8650hr4r",7,"V4","IT","other",9
"3969","4y8650hr4r",4,"V5","ES","other",9
"3970","4y8650hr4r",5,"V2","FR","other",9
"3971","4ylhysoewn",5,"V2","FR","GB",6
"3972","4ylhysoewn",4,"V4","ES","GB",6
"3973","4ylhysoewn",9,"V1","other","GB",6
"3974","4ylhysoewn",7,"V3","IT","GB",6
"3975","4ylhysoewn",6,"V5","GB","GB",6
"3976","4ym8v7puvm",6,"V3","GB","GB",6
"3977","4ym8v7puvm",7,"V4","IT","GB",6
"3978","4ym8v7puvm",4,"V5","ES","GB",6
"3979","4ym8v7puvm",9,"V1","other","GB",6
"3980","4ym8v7puvm",5,"V2","FR","GB",6
"3981","4yvayitv4p",9,"V1","other","IT",7
"3982","4yvayitv4p",4,"V4","ES","IT",7
"3983","4yvayitv4p",5,"V2","FR","IT",7
"3984","4yvayitv4p",6,"V5","GB","IT",7
"3985","4yvayitv4p",7,"V3","IT","IT",7
"3986","4z33ih3ahy",7,"V3","IT","CA",2
"3987","4z33ih3ahy",6,"V5","GB","CA",2
"3988","4z33ih3ahy",9,"V1","other","CA",2
"3989","4z33ih3ahy",5,"V2","FR","CA",2
"3990","4z33ih3ahy",4,"V4","ES","CA",2
"3991","4z47akwcfd",9,"V1","other","other",9
"3992","4z47akwcfd",7,"V4","IT","other",9
"3993","4z47akwcfd",5,"V2","FR","other",9
"3994","4z47akwcfd",6,"V5","GB","other",9
"3995","4z47akwcfd",2,"V3","CA","other",9
"3996","4z7q1elzfs",6,"V5","GB","other",9
"3997","4z7q1elzfs",4,"V4","ES","other",9
"3998","4z7q1elzfs",7,"V3","IT","other",9
"3999","4z7q1elzfs",5,"V2","FR","other",9
"4000","4z7q1elzfs",9,"V1","other","other",9
"4001","4zjja0fs8w",5,"V2","FR","IT",7
"4002","4zjja0fs8w",7,"V3","IT","IT",7
"4003","4zjja0fs8w",9,"V1","other","IT",7
"4004","4zjja0fs8w",6,"V4","GB","IT",7
"4005","4zjja0fs8w",4,"V5","ES","IT",7
"4006","4zjr2p3uxc",5,"V2","FR","other",9
"4007","4zjr2p3uxc",7,"V3","IT","other",9
"4008","4zjr2p3uxc",2,"V5","CA","other",9
"4009","4zjr2p3uxc",6,"V4","GB","other",9
"4010","4zjr2p3uxc",9,"V1","other","other",9
"4011","4zjxuhzaet",4,"V4","ES","GB",6
"4012","4zjxuhzaet",5,"V2","FR","GB",6
"4013","4zjxuhzaet",6,"V5","GB","GB",6
"4014","4zjxuhzaet",9,"V1","other","GB",6
"4015","4zjxuhzaet",7,"V3","IT","GB",6
"4016","4zkssl0pzn",7,"V3","IT","AU",1
"4017","4zkssl0pzn",9,"V1","other","AU",1
"4018","4zkssl0pzn",4,"V4","ES","AU",1
"4019","4zkssl0pzn",5,"V2","FR","AU",1
"4020","4zkssl0pzn",6,"V5","GB","AU",1
"4021","4zmbgmhm3j",7,"V3","IT","other",9
"4022","4zmbgmhm3j",9,"V1","other","other",9
"4023","4zmbgmhm3j",6,"V4","GB","other",9
"4024","4zmbgmhm3j",5,"V2","FR","other",9
"4025","4zmbgmhm3j",4,"V5","ES","other",9
"4026","4zypolzrh0",4,"V5","ES","other",9
"4027","4zypolzrh0",7,"V3","IT","other",9
"4028","4zypolzrh0",9,"V1","other","other",9
"4029","4zypolzrh0",6,"V4","GB","other",9
"4030","4zypolzrh0",5,"V2","FR","other",9
"4031","509zgpd2nf",9,"V1","other","other",9
"4032","509zgpd2nf",7,"V3","IT","other",9
"4033","509zgpd2nf",5,"V2","FR","other",9
"4034","509zgpd2nf",6,"V4","GB","other",9
"4035","509zgpd2nf",4,"V5","ES","other",9
"4036","50c1tes6na",4,"V4","ES","FR",5
"4037","50c1tes6na",7,"V3","IT","FR",5
"4038","50c1tes6na",6,"V5","GB","FR",5
"4039","50c1tes6na",9,"V1","other","FR",5
"4040","50c1tes6na",5,"V2","FR","FR",5
"4041","50nkbtsoo6",7,"V3","IT","other",9
"4042","50nkbtsoo6",5,"V2","FR","other",9
"4043","50nkbtsoo6",4,"V4","ES","other",9
"4044","50nkbtsoo6",9,"V1","other","other",9
"4045","50nkbtsoo6",6,"V5","GB","other",9
"4046","50pwhgszpb",4,"V5","ES","FR",5
"4047","50pwhgszpb",9,"V1","other","FR",5
"4048","50pwhgszpb",7,"V3","IT","FR",5
"4049","50pwhgszpb",5,"V2","FR","FR",5
"4050","50pwhgszpb",6,"V4","GB","FR",5
